OBJECTID *,Shape *,ID,Region,County,Type,School.Name,City,Grade.Range,Total.Students,Percent.Immunized,county_norm,school_key,full_address,latitude,longitude,_merge
137,Point,137,Upstate,Greenville,Public,Alexander Elementary,Greenville,'K4-5,420,0.955,greenville,alexander elementary,"1601 Bramlett Road, Greenville, SC 29611",34.856413,-82.439611,both
138,Point,138,Upstate,Greenville,Public,Langston Charter Middle,Greenville,'6-8,446,0.926,greenville,langston charter middle,"1950 Woodruff Road, Greenville, SC 29607",34.818986,-82.262397,both
139,Point,139,Upstate,Greenville,Public,Berea Elementary,Greenville,'5K-5th,446,0.964,greenville,berea elementary,"100 Berea Drive, Greenville, SC 29617",34.88081,-82.456036,both
140,Point,140,Upstate,Greenville,Private,First Presbyterian Academy - Shannon Forest,Greenville,'K5-12,454,0.841,greenville,first presbyterian academy - shannon forest,"829 Garlington Rd, Greenville, SC 29615",34.841215,-82.271189,left_only
141,Point,141,Upstate,Greenville,Public,Brashier Middle College Charter High,Simpsonville,'9-12,511,0.945,greenville,brashier middle college charter high,"1830 West Georgia Road Building 203, Simpsonville, SC 29680",34.711484,-82.308703,both
142,Point,142,Upstate,Greenville,Public,Hollis Academy,Greenville,'K-5,511,0.945,greenville,hollis academy,"200 Goodrich Street, Greenville, SC 29611",34.832544,-82.430139,both
143,Point,143,Upstate,Greenville,Public,Heritage Elementary,Travelers Rest,'K3-5th,514,0.895,greenville,heritage elementary,"1592 Greer Highway, Travelers Rest, SC 29690",34.998113,-82.47366,both
144,Point,144,Upstate,Greenville,Public,A.J. Whittenberg Elementary,Greenville,'K4-5,517,0.93,greenville,a.j. whittenberg elementary,"420 Westfield Street, Greenville, SC 29601",34.848479,-82.410076,both
145,Point,145,Upstate,Greenville,Public,Greer Middle College Charter High,Taylors,'9-12,535,0.899,greenville,greer middle college charter high,"138 West McElhaney Road, Taylors, SC 29687",34.963907,-82.298761,both
146,Point,146,Upstate,Greenville,Public,Stone Academy,Greenville,'K5-5th,535,0.916,greenville,stone academy,"115 Randall Street, Greenville, SC 29609",34.86545,-82.397234,both
147,Point,147,Upstate,Greenville,Private,Hampton Park Christian School,Greenville,'K5-12,537,0.749,greenville,hampton park christian school,"875 STATE PARK RD, GREENVILLE, SC 29609",34.89694,-82.395501,both
148,Point,148,Upstate,Greenville,Public,Summit Drive Elementary,Greenville,'4K-5th,544,0.901,greenville,summit drive elementary,"424 Summit Drive, Greenville, SC 29609",34.875549,-82.381955,both
149,Point,149,Upstate,Greenville,Public,Sue Cleveland Elementary,Piedmont,'K4-5,550,0.951,greenville,sue cleveland elementary,"375 Woodmont School Road, Piedmont, SC 29673",34.692373,-82.413551,both
150,Point,150,Upstate,Greenville,Public,Mitchell Road Elementary,Greenville,'K3- 5,553,0.897,greenville,mitchell road elementary,"4124 East North Street Extension, Greenville, SC 29615",34.876525,-82.319401,both
151,Point,151,Upstate,Greenville,Public,Paris Elementary,Taylors,'K5-5,569,0.9,greenville,paris elementary,"32 East Belvue Road, Taylors, SC 29687",34.906191,-82.362062,both
152,Point,152,Upstate,Greenville,Public,Thomas E. Kerns Elementary,Greenville,'K4-5th,573,0.918,greenville,thomas e. kerns elementary,"6650 Frontage Road at White Horse Road, Greenville, SC 29605",34.794878,-82.408748,both
153,Point,153,Upstate,Greenville,Public,Grove Elementary,Piedmont,'5k-5,589,0.929,greenville,grove elementary,"1220 Old Grove Road, Piedmont, SC 29673",34.758513,-82.415776,both
154,Point,154,Upstate,Greenville,Public,Monaview Elementary,Greenville,'4K to Fifth grade,594,0.973,greenville,monaview elementary,"10 Monaview Street, Greenville, SC 29617",34.868898,-82.437102,both
155,Point,155,Upstate,Greenville,Public,Welcome Elementary,Greenville,'k-5th,599,0.958,greenville,welcome elementary,"36 East Welcome Road, Greenville, SC 29611",34.820958,-82.44413,both
156,Point,156,Upstate,Greenville,Public,Augusta Circle Elementary,Greenville,'K5-5th grade,601,0.955,greenville,augusta circle elementary,"100 Winyah Street, Greenville, SC 29605",34.820603,-82.394345,both
157,Point,157,Upstate,Greenville,Public,Cherrydale Elementary,Greenville,'K4-5th,601,0.948,greenville,cherrydale elementary,"302 Perry Road, Greenville, SC 29609",34.883936,-82.413432,both
158,Point,158,Upstate,Greenville,Private,St. Joseph's Catholic School - Greenville,Greenville,'6-12,605,0.967,greenville,st. joseph's catholic school - greenville,"100 St Joseph S Dr, Greenville, SC 29607",34.810706,-82.340001,left_only
159,Point,159,Upstate,Greenville,Public,Duncan Chapel Elementary,Greenville,'K4-5th,608,0.928,greenville,duncan chapel elementary,"210 Duncan Chapel Road, Greenville, SC 29617",34.909605,-82.428157,both
160,Point,160,Upstate,Greenville,Public,Crestview Elementary,Greer,'K3-5,614,0.904,greenville,crestview elementary,"509 American Legion Road, Greer, SC 29651",34.96289,-82.221933,both
161,Point,161,Upstate,Greenville,Public,Gateway Elementary,Travelers Rest,'k4-5,622,0.916,greenville,gateway elementary,"200 Hawkins Road, Travelers Rest, SC 29690",34.974032,-82.424608,both
162,Point,162,Upstate,Greenville,Public,Sevier Middle,Greenville,"'6, 7, 8",641,0.88,greenville,sevier middle,"1000 Piedmont Park Road, Greenville, SC 29609",34.906725,-82.363967,both
163,Point,163,Upstate,Greenville,Public,Tanglewood Middle,Greenville,'6-8,655,0.977,greenville,tanglewood middle,"44 Merriwoods Drive, Greenville, SC 29611",34.824083,-82.46882,both
164,Point,164,Upstate,Greenville,Public,East North Street Academy,Greenville,'4K - 5th,657,0.909,greenville,east north street academy,"1720 East North Street, Greenville, SC 29607",34.858537,-82.371184,both
165,Point,165,Upstate,Greenville,Public,GREEN Charter School Simpsonville,Greenville,'K5 - 8th,679,0.894,greenville,green charter school simpsonville,"356 Bridgeway Blvd, Simpsonville, SC 29681",34.797973,-82.273848,left_only
166,Point,166,Upstate,Greenville,Public,Fork Shoals School,Pelzer,'K3-5,684,0.936,greenville,fork shoals school,"916 McKelvey Road, Pelzer, SC 29669",34.618166,-82.312195,both
167,Point,167,Upstate,Greenville,Public,Pelham Road Elementary,Greenville,'K5-5th,703,0.932,greenville,pelham road elementary,"100 All Star Way, Greenville, SC 29615",34.859206,-82.310603,both
168,Point,168,Upstate,Greenville,Public,Greenville Middle Academy,Greenville,'6-8,710,0.939,greenville,greenville middle academy,"339 Lowndes Avenue, Greenville, SC 29607",34.858191,-82.369402,both
169,Point,169,Upstate,Greenville,Public,Skyland Elementary,Greer,'k4-5,713,0.877,greenville,skyland elementary,"4221 Highway 14 North, Greer, SC 29651",35.045518,-82.265341,both
170,Point,170,Upstate,Greenville,Public,Taylors Elementary,Taylors,'K5-5,719,0.924,greenville,taylors elementary,"809 Reid School Road, Taylors, SC 29687",34.932234,-82.330802,both
171,Point,171,Upstate,Greenville,Public,Northwest Middle,Travlers Rest,'6-8,728,0.942,greenville,northwest middle,"1606 Greer Highway, Travelers Rest, SC 29690",34.999096,-82.476697,both
172,Point,172,Upstate,Greenville,Public,Berea Middle,Greenville,'6-8,733,0.947,greenville,berea middle,"151 Berea Middle School Road, Greenville, SC 29617",34.914858,-82.454799,both
173,Point,173,Upstate,Greenville,Public,Ralph Chandler Middle,Simpsonville,'6-8,734,0.914,greenville,ralph chandler middle,"4231 Fork Shoals Road, Simpsonville, SC 29680",34.638851,-82.300391,both
174,Point,174,Upstate,Greenville,Public,Sterling School,Greenville,'K3-8th grade,736,0.932,greenville,sterling school,"99 John McCarroll Way, Greenville, SC 29607",34.83527,-82.37023,both
175,Point,175,Upstate,Greenville,Public,Simpsonville Elementary,Simpsonville,'PK-5,741,0.914,greenville,simpsonville elementary,"200 Morton Avenue, Simpsonville, SC 29681",34.744151,-82.270283,both
176,Point,176,Upstate,Greenville,Public,Lake Forest Elementary,Greenville,'K4-5th,754,0.952,greenville,lake forest elementary,"16 Berkshire Avenue, Greenville, SC 29615",34.881334,-82.342633,both
177,Point,177,Upstate,Greenville,Public,Mountain View Elementary,Taylors,'3k-5th,768,0.861,greenville,mountain view elementary,"6350 Highway 253, Taylors, SC 29687",35.030733,-82.353957,both
178,Point,178,Upstate,Greenville,Public,Lakeview Middle,Greenville,'6th-8th,771,0.974,greenville,lakeview middle,"3801 Old Buncombe Road, Greenville, SC 29617",34.887953,-82.4327,both
179,Point,179,Upstate,Greenville,Public,Sara Collins Elementary,Greenville,'K5- 5th,790,0.959,greenville,sara collins elementary,"1200 Parkins Mill Road, Greenville, SC 29607",34.814204,-82.365512,both
180,Point,180,Upstate,Greenville,Public,Brushy Creek Elementary,Taylors,'4K-5th,801,0.923,greenville,brushy creek elementary,"1344 Brushy Creek Road, Taylors, SC 29687",34.892862,-82.297101,both
181,Point,181,Upstate,Greenville,Public,League Academy,Greenville,'6-8,801,0.923,greenville,league academy,"125 Twin Lake Drive, Greenville, SC 29609",34.880851,-82.372793,both
182,Point,182,Upstate,Greenville,Public,Beck International Academy,Greenville,'6-8,806,0.908,greenville,beck international academy,"901 Woodruff Road, Greenville, SC 29607",34.837857,-82.322037,both
183,Point,183,Upstate,Greenville,Public,Bryson Elementary,Simpsonville,'K5-5,808,0.927,greenville,bryson elementary,"703 Bryson Drive, Simpsonville, SC 29681",34.714012,-82.220048,both
184,Point,184,Upstate,Greenville,Public,Northwood Middle,Taylors,'6-8,809,0.92,greenville,northwood middle,"710 Ike's Road, Taylors, SC 29687",34.892618,-82.314673,both
185,Point,185,Upstate,Greenville,Public,Buena Vista Elementary,Greer,'K5-5th grade,813,0.935,greenville,buena vista elementary,"310 Batesville Road, Greer, SC 29650",34.885554,-82.267834,both
186,Point,186,Upstate,Greenville,Public,Greenbrier Elementary,Greenville,'3K through 5th,828,0.934,greenville,greenbrier elementary,"853 Log Shoals Road, Greenville, SC 29607",34.759149,-82.300768,both
187,Point,187,Upstate,Greenville,Public,Oakview Elementary,Simpsonville,'K3-5,830,0.935,greenville,oakview elementary,"515 Godfrey Road, Simpsonville, SC 29681",34.827004,-82.232925,both
188,Point,188,Upstate,Greenville,Public,Chandler Creek Elementary,Greer,'K4-5th Grade,831,0.945,greenville,chandler creek elementary,"301 Chandler Road, Greer, SC 29651",34.955221,-82.236792,both
189,Point,189,Upstate,Greenville,Public,Blythe Academy,Greenville,'PK-5,834,0.942,greenville,blythe academy,"100 Blythe Drive, Greenville, SC 29605",34.811459,-82.384279,both
190,Point,190,Upstate,Greenville,Public,Monarch Elementary,Simpsonville,'K4-5,845,0.924,greenville,monarch elementary,"224 Five Forks Road, Simpsonville, SC 29681",34.800027,-82.241228,both
191,Point,191,Upstate,Greenville,Public,Dr. Phinnize J. Fisher Middle,Greenville,'6-8,850,0.902,greenville,dr. phinnize j. fisher middle,"700 Millennium Boulevard, Greenville, SC 29607",34.816319,-82.317871,both
192,Point,192,Upstate,Greenville,Public,Blue Ridge Middle,Greer,'6-8,860,0.859,greenville,blue ridge middle,"2423 East Tyger Bridge Road, Greer, SC 29651",35.039,-82.311859,both
193,Point,193,Upstate,Greenville,Public,Bethel Elementary,Simpsonville,'K5-5,865,0.92,greenville,bethel elementary,"111 Bethel School Road, Simpsonville, SC 29681",34.7762,-82.277991,both
194,Point,194,Upstate,Greenville,Public,Bell's Crossing Elementary,Simpsonville,'5K - 5th grade,872,0.92,greenville,bell's crossing elementary,"804 Scuffletown Road, Simpsonville, SC 29681",34.77857,-82.214349,both
195,Point,195,Upstate,Greenville,Public,Mauldin Middle,Simpsonville,'6-8,884,0.931,greenville,mauldin middle,"1190 Holland Road, Simpsonville, SC 29681",34.804269,-82.27513,both
196,Point,196,Upstate,Greenville,Public,Carolina High Academy,Greenville,'9-12,904,0.967,greenville,carolina high academy,"2725 Anderson Rd, Greenville, SC 29611",34.811802,-82.443325,left_only
197,Point,197,Upstate,Greenville,Public,Ellen Woodside Elementary,Pelzer,'K4 - 5th grade,916,0.894,greenville,ellen woodside elementary,"9122 Augusta Road, Pelzer, SC 29669",34.648181,-82.390064,both
198,Point,198,Upstate,Greenville,Public,Mauldin Elementary,Simpsonville,'K4-5th Grade,934,0.936,greenville,mauldin elementary,"1194 Holland Road, Simpsonville, SC 29681",34.807623,-82.273957,both
199,Point,199,Upstate,Greenville,Public,Bryson Middle,Simpsonville,'6-8,947,0.936,greenville,bryson middle,"3657 South Industrial Drive, Simpsonville, SC 29681",34.716162,-82.249383,both
200,Point,200,Upstate,Greenville,Public,Woodmont Middle,Piedmont,'6-8,948,0.938,greenville,woodmont middle,"325 North Flat Rock Road, Piedmont, SC 29673",34.692849,-82.40788,both
201,Point,201,Upstate,Greenville,Public,Plain Elementary,simpsonville,'K-5,957,0.898,greenville,plain elementary,"506 Neely Ferry Road, Simpsonville, SC 29681",34.73219,-82.283086,both
202,Point,202,Upstate,Greenville,Public,Hillcrest Middle,Simpsonville,"'6,7,8",971,0.931,greenville,hillcrest middle,"510 Garrison Road, Simpsonville, SC 29681",34.753807,-82.255722,both
203,Point,203,Upstate,Greenville,Public,Hughes Academy of Science and Technology,Greenville,'6-8,972,0.947,greenville,hughes academy of science and technology,"122 DeOyley Avenue, Greenville, SC 29605",34.80762,-82.389558,both
204,Point,204,Upstate,Greenville,Public,Robert E. Cashion Elementary,Greenville,'k4-5th,979,0.918,greenville,robert e. cashion elementary,"1500 Fork Shoals Road, Greenville, SC 29605",34.740389,-82.353245,both
205,Point,205,Upstate,Greenville,Public,Greer Middle,Greer,'6th-8th grades,985,0.924,greenville,greer middle,"3032 East Gap Creek Road, Greer, SC 29651",34.983364,-82.234745,both
206,Point,206,Upstate,Greenville,Public,GREEN Charter School Greenville,Greenville,"'5K,1, 2, 3, 4, 5, 6",994,0.923,greenville,green charter school greenville,"1440 Pelham Rd Suite D, Greenville, SC 29615",34.8554,-82.301207,left_only
207,Point,207,Upstate,Greenville,Public,Blue Ridge High,Greer,'9th-12th,995,0.885,greenville,blue ridge high,"2151 Fews Chapel Road, Greer, SC 29651",35.039784,-82.286542,both
208,Point,208,Upstate,Greenville,Public,Southside High,Greenville,'9-12,1004,0.944,greenville,southside high,"6630 Frontage at White Horse Road, Greenville, SC 29605",34.796802,-82.403769,both
209,Point,209,Upstate,Greenville,Public,Riverside Middle,Greer,'6-8,1040,0.909,greenville,riverside middle,"615 Hammett Bridge Road, Greer, SC 29650",34.903618,-82.248311,both
210,Point,210,Upstate,Greenville,Public,Fountain Inn Elementary,Fountain Inn,'K4-5,1095,0.918,greenville,fountain inn elementary,"608 Fairview Street, Fountain Inn, SC 29644",34.692503,-82.21106,both
211,Point,211,Upstate,Greenville,Public,Berea High,Greenville,'9-12,1128,0.951,greenville,berea high,"201 Burdine Drive, Greenville, SC 29617",34.876374,-82.463838,both
212,Point,212,Upstate,Greenville,Private,Bob Jones Academy,Greenville,'K5-12,1141,0.769,greenville,bob jones academy,"1700 WADE HAMPTON BLVD, GREENVILLE, SC 29614",34.87134,-82.364006,both
213,Point,213,Upstate,Greenville,Private,Southside Christian School,Simpsonville,'Pre K2-12th grad,1171,0.885,greenville,southside christian school,"2211 WOODRUFF RD, SIMPSONVILLE, SC 29681",34.82127,-82.252561,both
214,Point,214,Upstate,Greenville,Private,Christ Church Episcopal School,Greenville,'K-12,1233,0.942,greenville,christ church episcopal school,"245 CAVALIER DR, GREENVILLE, SC 29607",34.79612,-82.349561,both
215,Point,215,Upstate,Greenville,Private,Christ Church Episcopal School,Greenville,'K-12,1233,0.942,greenville,christ church episcopal school,"245 CAVALIER DR, GREENVILLE, SC 29607",34.79612,-82.349561,both
216,Point,216,Upstate,Greenville,Public,Travelers Rest High,Travelers Rest,'9-12,1243,0.936,greenville,travelers rest high,"301 North Main Street, Travelers Rest, SC 29690",34.97056,-82.449451,both
217,Point,217,Upstate,Greenville,Public,Woodland Elementary,Greer,'4K-5,1245,0.953,greenville,woodland elementary,"1730 Gibb Shoals Road, Greer, SC 29650",34.897445,-82.246274,both
218,Point,218,Upstate,Greenville,Public,Greer High,Greer,'9-12,1374,0.941,greenville,greer high,"3000 East Gap Creek Drive, Greer, SC 29651",34.982136,-82.231387,both
219,Point,219,Upstate,Greenville,Public,Eastside High,Taylors,'9-12,1451,0.896,greenville,eastside high,"1300 Brushy Creek Road, Taylors, SC 29687",34.893639,-82.300793,both
220,Point,220,Upstate,Greenville,Public,Legacy Early College,Greenville,'Kindergarten - 1,1533,0.962,greenville,legacy early college,"900 Woodside Avenue, Greenville, SC 29611",34.859118,-82.426385,both
221,Point,221,Upstate,Greenville,Public,Rudolph G. Gordon School at Jones Mill,Simpsonville,'K5 - 8,1575,0.903,greenville,rudolph g. gordon school at jones mill,"1507 Scuffletown Rd, Simpsonville, SC 29681",34.746576,-82.192936,left_only
222,Point,222,Upstate,Greenville,Public,Fountain Inn High School,Fountain Inn,'9th-12th,1649,0.936,greenville,fountain inn high school,"644 Quillen Ave, Fountain Inn, SC 29644",34.705098,-82.198392,left_only
223,Point,223,Upstate,Greenville,Public,Greenville Senior High Academy,Greenville,'9-12,1680,0.972,greenville,greenville senior high academy,"1 Vardy Street, Greenville, SC 29601",34.839622,-82.407999,both
224,Point,224,Upstate,Greenville,Public,Wade Hampton High,Greenville,'9-12,1793,0.98,greenville,wade hampton high,"100 Pine Knoll Drive, Greenville, SC 29609",34.88629,-82.355727,both
225,Point,225,Upstate,Greenville,Public,Riverside High,GREER,'9-12,1821,0.928,greenville,riverside high,"794 Hammett Bridge Road, Greer, SC 29650",34.903108,-82.255801,both
226,Point,226,Upstate,Greenville,Public,Heron Virtual Academy of South Carolina,Greenville,'8-12,1840,0.933,greenville,heron virtual academy of south carolina,"330 Pelham Road Suite101-A (Temporary), Greenville, SC 29615",34.862059,-82.341686,both
227,Point,227,Upstate,Greenville,Public,Hillcrest High,Simpsonville,'9-12,1910,0.934,greenville,hillcrest high,"3665 South Industrial Drive, Simpsonville, SC 29681",34.713379,-82.247178,both
228,Point,228,Upstate,Greenville,Public,J. L. Mann High Academy,Greenville,'9-12,1949,0.969,greenville,j. l. mann high academy,"160 Fairforest Way, Greenville, SC 29607",34.807137,-82.337023,both
229,Point,229,Upstate,Greenville,Public,Woodmont High,Piedmont,'9-12,2114,0.95,greenville,woodmont high,"2831 West Georgia Road, Piedmont, SC 29673",34.688724,-82.359002,both
230,Point,230,Upstate,Greenville,Public,Mauldin High,Mauldin,'9-12,2151,0.938,greenville,mauldin high,"701 East Butler Road, Mauldin, SC 29662",34.793815,-82.288527,both
231,Point,231,Upstate,Greenville,Public,Cyber Academy of South Carolina,Greenville,'K-12,3698,0.867,greenville,cyber academy of south carolina,"330 Pelham Road Suite 101A, Greenville, SC 29615",34.862059,-82.341686,both
232,Point,232,Upstate,Greenville,Private,Camperdown Academy,Greenville,'1-8,156,0.904,greenwood,camperdown academy,"65 Verdae Cmns Dr, Greenville, SC 29607",34.826944,-82.340874,left_only
233,Point,233,Upstate,Greenwood,Private,Cambridge Academy,Greenwood,'K2-12,195,0.795,greenwood,cambridge academy,"103 EASTMAN ST, GREENWOOD, SC 29649",34.21237,-82.198451,both
234,Point,234,Upstate,Greenwood,Public,Ware Shoals High,Ware Shoals,'9-12,219,0.95,greenwood,ware shoals high,"56 South Greenwood Avenue, Ware Shoals, SC 29692",34.393145,-82.238603,both
235,Point,235,Upstate,Greenwood,Public,Ware Shoals Elementary Middle,Ware Shoals,'5-8,240,0.925,greenwood,ware shoals elementary middle,"45 West Main Street, Ware Shoals, SC 29692",34.394989,-82.25306,both
236,Point,236,Upstate,Greenwood,Public,Ninety Six Primary School,Ninety Six,'K4-2nd,284,0.887,greenwood,ninety six primary school,"121 S Cambridge St, Ninety Six, SC 29666",34.172643,-82.023226,left_only
237,Point,237,Upstate,Greenwood,Public,Ninety Six Elementary School,Ninety,'3-5,295,0.976,greenwood,ninety six elementary school,"810 Johnston Rd, Ninety Six, SC 29666",34.162661,-82.013383,left_only
238,Point,238,Upstate,Greenwood,Public,Hodges Elementary,Hodges,'K4-5,314,0.978,greenwood,hodges elementary,"4717 Main Street, Hodges, SC 29653",34.287058,-82.253723,both
239,Point,239,Upstate,Greenwood,Public,Edgewood Middle School,Ninety Six,'6-8,332,1,greenwood,edgewood middle school,"644 S Cambridge St, Ninety Six, SC 29666",34.156867,-82.025966,left_only
240,Point,240,Upstate,Greenwood,Public,Pinecrest Elementary,Greenwood,'K4-5th grade,356,0.983,greenwood,pinecrest elementary,"220 East Northside Drive, Greenwood, SC 29649",34.230367,-82.171953,both
241,Point,241,Upstate,Greenwood,Public,Lakeview Elementary,Greenwood,'PreK -5th grade,367,0.973,greenwood,lakeview elementary,"660 Center Street, Greenwood, SC 29649",34.209965,-82.193485,both
242,Point,242,Upstate,Greenwood,Public,Ninety Six High School,ninety six,'9-12,422,1,greenwood,ninety six high school,"640 S Cambridge St, Ninety Six, SC 29666",34.156867,-82.025966,left_only
243,Point,243,Upstate,Greenwood,Public,Woodfields Elementary,Greenwood,'K4-5,438,0.957,greenwood,woodfields elementary,"1032 Emerald Road, Greenwood, SC 29646",34.210482,-82.105692,both
244,Point,244,Upstate,Greenwood,Public,Mathews Elementary,Greenwood,'K4-5th,466,0.966,greenwood,mathews elementary,"725 Marshall Road, Greenwood, SC 29646",34.182879,-82.138493,both
245,Point,245,Upstate,Greenwood,Public,Eleanor S. Rice Elementary,Greenwood,'K4-5th,477,0.971,greenwood,eleanor s. rice elementary,"1802 East Durst Avenue, Greenwood, SC 29649",34.226964,-82.140853,both
246,Point,246,Upstate,Greenwood,Public,Greenwood Charter Academy,Greenwood,'K4-8th,496,0.94,greenwood,greenwood charter academy,"412 Bypass 72 NW, Greenwood, SC 29649",34.212088,-82.182199,both
247,Point,247,Upstate,Greenwood,Public,Brewer Middle,Greenwood,'6-8,577,0.976,greenwood,brewer middle,"1000 Emerald Road, Greenwood, SC 29646",34.213606,-82.110265,both
248,Point,248,Upstate,Greenwood,Public,Dr. Benjamin E. Mays Elementary,Greenwood,'K4-5th Grade,609,0.949,greenwood,dr. benjamin e. mays elementary,"1608 Florida Avenue, Greenwood, SC 29646",34.152538,-82.174823,both
249,Point,249,Upstate,Greenwood,Public,Northside Middle,Greenwood,'6-8,618,0.972,greenwood,northside middle,"431 Deadfall Road West, Greenwood, SC 29649",34.243075,-82.191272,both
250,Point,250,Upstate,Greenwood,Public,Westview Middle,Greenwood,'6-8,694,0.857,greenwood,westview middle,"1410 West Alexander Road, Greenwood, SC 29646",34.15094,-82.183382,both
251,Point,251,Upstate,Greenwood,Public,Emerald High,Greenwood,'9-12,839,0.989,greenwood,emerald high,"150 Bypass 225, Greenwood, SC 29646",34.191056,-82.187366,both
252,Point,252,Upstate,Greenwood,Public,Greenwood High,Greenwood,'9-12 grades,1663,0.962,greenwood,greenwood high,"1816 Cokesbury Road, Greenwood, SC 29649",34.230782,-82.175173,both
253,Point,253,Upstate,Laurens,Private,Fountain Inn Christian School,Fountain Inn,'K5 - 12,24,0.833,laurens,fountain inn christian school,"3597 Abercrombie Rd, Fountain Inn, SC 29644",34.662707,-82.179471,left_only
254,Point,254,Upstate,Laurens,Private,Lighthouse Christian Academy,Enoree,'K5-12th,58,0.862,laurens,lighthouse christian academy,"23994 HWY 221 N, ENOREE, SC 29335",34.590502,-81.993945,both
255,Point,255,Upstate,Laurens,Public,Sanders Middle,Laurens,'6-8,226,0.973,laurens,sanders middle,"609 Green Street, Laurens, SC 29360",34.489899,-82.007478,both
256,Point,256,Upstate,Laurens,Public,Waterloo Elementary,Waterloo,'3K-5th,246,0.959,laurens,waterloo elementary,"10457 Highway 221 South, Waterloo, SC 29384",34.368452,-82.048749,both
257,Point,257,Upstate,Laurens,Public,Joanna-Woodson Elementary,Joanna,'5K - 5,271,0.923,laurens,joanna-woodson elementary,"510 S Ellis St, Joanna, SC 29351",34.405565,-81.811432,left_only
258,Point,258,Upstate,Laurens,Private,Laurens Academy,Laurens,'K-12th,304,0.783,laurens,laurens academy,"3515 SC-49, Laurens, SC 29360",34.549168,-81.948475,left_only
259,Point,259,Upstate,Laurens,Public,Laurens Middle,Laurens,'6-8,334,0.973,laurens,laurens middle,"1035 West Main Street, Laurens, SC 29360",34.49419,-82.040131,both
260,Point,260,Upstate,Laurens,Public,Ware Shoals Primary,Ware Shoals,'K3-4,363,0.887,laurens,ware shoals primary,"15269 Indian Mound Road, Ware Shoals, SC 29692",34.422156,-82.229651,both
261,Point,261,Upstate,Laurens,Public,Ford Elementary,Laurens,'3k-5th,368,0.967,laurens,ford elementary,"601 Lucas Avenue, Laurens, SC 29360",34.522016,-81.996516,both
262,Point,262,Upstate,Laurens,Public,Clinton Elementary,Clinton,'5K - 5th Grade,426,0.995,laurens,clinton elementary,"800 Chestnut Street, Clinton, SC 29325",34.453769,-81.883983,both
263,Point,263,Upstate,Laurens,Public,Laurens Elementary,Laurens,'3K-5th,431,0.968,laurens,laurens elementary,"301 Henry Street, Laurens, SC 29360",34.515295,-82.039253,both
264,Point,264,Upstate,Laurens,Public,E. B. Morse Elementary,Laurens,'3K-5th,448,0.971,laurens,e. b. morse elementary,"200 Parkview Drive, Laurens, SC 29360",34.491661,-82.038345,both
265,Point,265,Upstate,Laurens,Public,Eastside Elementary,Clinton,'k5-5,459,0.9,laurens,eastside elementary,"103 Old Colony Road, Clinton, SC 29325",34.466763,-81.854598,both
266,Point,266,Upstate,Laurens,Public,Clinton Middle,Clinton,'6-8,534,0.942,laurens,clinton middle,"800 North Adair Street, Clinton, SC 29325",34.481319,-81.863423,both
267,Point,267,Upstate,Laurens,Public,Thornwell Charter School,Clinton,'5K-12,553,0.949,laurens,thornwell charter school,"203 West Calhoun Street, Clinton, SC 29325",34.46602,-81.881945,both
268,Point,268,Upstate,Laurens,Public,Hickory Tavern Elementary/Middle,Gray Court,'k3-8th,557,0.941,laurens,hickory tavern elementary/middle,"163 Neely Ferry Road, Gray Court, SC 29645",34.5189,-82.1867,both
269,Point,269,Upstate,Laurens,Public,Gray Court-Owings Elementary/Middle,Gray Court,'K3-8,629,0.979,laurens,gray court-owings elementary/middle,"9210 Highway 14, Gray Court, SC 29645",34.619693,-82.122789,both
270,Point,270,Upstate,Laurens,Public,Clinton High,Clinton,'9-12,819,0.972,laurens,clinton high,"18132 Highway 72 East, Clinton, SC 29325",34.485231,-81.853902,both
271,Point,271,Upstate,Laurens,Public,Laurens Dist 55 High,Laurens,'9-12,1292,0.986,laurens,laurens dist 55 high,"5058 US-76, Laurens, SC 29360",34.50122,-82.067187,left_only
272,Point,272,Upstate,McCormick,Public,SC Governor's School for Agriculture at John de Ia Howe,McCormick,'10-12,91,0.857,mccormick,sc governor's school for agriculture at john de ia howe,"192 Gettys Rd, McCormick, SC 29835",33.956547,-82.413407,left_only
273,Point,273,Upstate,McCormick,Public,McCormick Middle,McCormick,"'6th,7th,8th",104,0.952,mccormick,mccormick middle,"6979 Highway 28 South, McCormick, SC 29835",33.868731,-82.273467,both
274,Point,274,Upstate,McCormick,Public,McCormick High,McCormick,'9th-12th,170,0.982,mccormick,mccormick high,"6981 SC Highway 28 South, McCormick, SC 29835",33.868731,-82.273467,both
275,Point,275,Upstate,McCormick,Public,McCormick Elementary,McCormick,'5k-5th,192,0.974,mccormick,mccormick elementary,"6977 Highway 28 South, McCormick, SC 29835",33.868731,-82.273467,both
276,Point,276,Upstate,Oconee,Private,Poplar Springs SDA School,Westminster,'1-8,<Null>,0.167,oconee,poplar springs sda school,"4279A S HWY 11, WESTMINSTER, SC 29693",34.696339,-83.048229,both
277,Point,277,Upstate,Oconee,Private,Trinity Baptist Preschool,Seneca,'2K-5K,10,0.7,oconee,trinity baptist preschool,"504 S OAK ST, SENECA, SC 29678",34.67755,-82.955801,both
278,Point,278,Upstate,Oconee,Private,Cherokee Creek Boys School,Westminster,'5-9,32,0.938,oconee,cherokee creek boys school,"198 COOPER RD, WESTMINSTER, SC 29693",34.666252,-83.295071,both
